fid,nome,geometriaaproximada,geocodigo,anodereferencia,utmepsg
641,Nossa Senhora dos Remédios,Não,"2206803",,31983
642,Farroupilha,Não,"4307906",,31982
643,Água Boa,Não,"3100609",,31983
644,Bambuí,Não,"3105103",,31983
645,Barão de Cocais,Não,"3105400",,31983
646,Pacajá,Não,"1505486",,31982
647,Trairão,Não,"1508050",,31981
648,Peixoto de Azevedo,Não,"5106422",,31982
649,Novo Mundo,Não,"5106265",,31981
650,Alpercata,Não,"3101805",,31983
651,Pescaria Brava,Não,"4212650",,31982
652,Paranaíta,Não,"5106299",,31981
653,União,Não,"2211100",,31983
654,Bom Jardim,Não,"2102002",,31983
655,Cajari,Não,"2102507",,31983
656,Bernardo do Mearim,Não,"2101939",,31983
657,Conceição do Lago-Açu,Não,"2103554",,31983
658,Carolina,Não,"2102804",,31983
659,Fortaleza dos Nogueiras,Não,"2104107",,31983
660,Governador Edison Lobão,Não,"2104552",,31983
661,Lajeado Novo,Não,"2105989",,31983
662,Igarapé do Meio,Não,"2105153",,31983
663,Godofredo Viana,Não,"2104305",,31983
664,Governador Nunes Freire,Não,"2104677",,31983
665,Governador Newton Bello,Não,"2104651",,31983
666,Cândido Mendes,Não,"2102606",,31983
667,João Lisboa,Não,"2105500",,31983
668,Várzea,Não,"2517100",,31984
669,Boa Vista do Gurupi,Não,"2101970",,31983
670,Buriti Bravo,Não,"2102309",,31983
671,Cajapió,Não,"2102408",,31983
672,Itapecuru Mirim,Não,"2105401",,31983
673,Marajá do Sena,Não,"2106359",,31983
674,Amarante do Maranhão,Não,"2100600",,31983
675,Bom Jesus das Selvas,Não,"2102036",,31983
676,Brejo de Areia,Não,"2102150",,31983
677,Buriticupu,Não,"2102325",,31983
678,Feira Nova do Maranhão,Não,"2104073",,31983
679,Cantanhede,Não,"2102705",,31983
680,Grajaú,Não,"2104800",,31983
681,Peritoró,Não,"2108454",,31983
682,Cedral,Não,"2103109",,31983
683,Governador Eugênio Barros,Não,"2104602",,31983
684,Graça Aranha,Não,"2104701",,31983
685,Morrinhos do Sul,Não,"4312443",,31982
686,Matinha,Não,"2106508",,31983
687,Pio XII,Não,"2108702",,31983
688,Sebastião Barros,Não,"2210623",,31983
689,Paço do Lumiar,Não,"2107506",,31983
690,Lagoa Nova,Não,"2406502",,31984
691,Rio Pardo de Minas,Não,"3155603",,31983
692,Santo Antônio do Retiro,Não,"3160454",,31983
693,Alto Parnaíba,Não,"2100501",,31983
694,Tasso Fragoso,Não,"2112001",,31983
695,São João do Paraíso,Não,"3162708",,31983
696,Jacinto,Não,"3134707",,31984
697,Bequimão,Não,"2101905",,31983
698,Buritirana,Não,"2102358",,31983
699,Cachoeira Grande,Não,"2102374",,31983
700,Igarapé Grande,Não,"2105203",,31983
701,Guimarães,Não,"2104909",,31983
702,Aldeias Altas,Não,"2100303",,31983
703,Bacabal,Não,"2101202",,31983
704,Anajatuba,Não,"2100709",,31983
705,Benedito Leite,Não,"2101806",,31983
706,Buriti,Não,"2102200",,31983
707,Brejo,Não,"2102101",,31983
708,Lajes Pintadas,Não,"2406809",,31984
709,Coelho Neto,Não,"2103406",,31983
710,Colinas,Não,"2103505",,31983
711,Duque Bacelar,Não,"2103901",,31983
712,Chapadinha,Não,"2103208",,31983
713,Açailândia,Não,"2100055",,31983
714,Monte Alegre dos Campos,Não,"4312377",,31982
715,Morro Redondo,Não,"4312450",,31982
716,Bom Lugar,Não,"2102077",,31983
717,Triunfo,Não,"4322004",,31982
718,São Vicente Férrer,Não,"2613800",,31985
719,São Vicente,Não,"2413003",,31984
720,Balsa Nova,Não,"4102307",,31982
721,Campina Grande do Sul,Não,"4104006",,31982
722,Campo do Tenente,Não,"4104105",,31982
723,Colombo,Não,"4105805",,31982
724,Guaraqueçaba,Não,"4109500",,31982
725,Guaratuba,Não,"4109609",,31982
726,Ivaí,Não,"4111407",,31982
727,Lapa,Não,"4113205",,31982
728,Nova Esperança,Não,"4116901",,31982
729,Santa Cruz do Capibaribe,Não,"2612505",,31984
730,Coxixola,Não,"2504850",,31984
731,Santa Cruz,Não,"2411205",,31984
732,Campo Redondo,Não,"2402105",,31984
733,Tenente Laurentino Cruz,Não,"2414159",,31984
734,Rio do Campo,Não,"4214508",,31982
735,Sapezal,Não,"5107875",,31981
736,Aripuanã,Não,"5101407",,31981
737,Comodoro,Não,"5103304",,31981
738,Figueirópolis D'Oeste,Não,"5103809",,31981
739,Jauru,Não,"5105002",,31981
740,Juína,Não,"5105150",,31981
741,Bela Vista do Piauí,Não,"2201556",,31984
742,Belém do Brejo do Cruz,Não,"2502003",,31984
743,Ibirama,Não,"4206900",,31982
744,Irani,Não,"4207809",,31982
745,Lontras,Não,"4209904",,31982
746,Alagoa Grande,Não,"2500304",,31985
747,Mirim Doce,Não,"4210852",,31982
748,Itaqui,Não,"4310603",,31981
749,Jaguari,Não,"4311106",,31981
750,Relvado,Não,"4315453",,31982
751,Sant'Ana do Livramento,Não,"4317103",,31981
752,São Vendelino,Não,"4319752",,31982
753,Patos,Não,"2510808",,31984
754,Pilões,Não,"2511608",,31985
755,Rubim,Não,"3156601",,31984
756,Piquete,Não,"3538501",,31983
757,Passos Maia,Não,"4212270",,31982
758,Agudo,Não,"4300109",,31982
759,Tapejara,Não,"4320909",,31982
760,Jequeri,Não,"3135506",,31983
761,Pato Branco,Não,"4118501",,31982
762,Alto Alegre,Não,"1400050",,31974
763,Juti,Não,"5005152",,31981
764,Ermo,Não,"4205191",,31982
765,Nonoai,Não,"4312708",,31982
766,Aurilândia,Não,"5202601",,31982
767,Pontalina,Não,"5217708",,31982
768,Cezarina,Não,"5205455",,31982
769,Varjão,Não,"5221908",,31982
770,Jacaraú,Não,"2507309",,31985
771,Sumé,Não,"2516300",,31984
772,Várzea,Não,"2414704",,31985
773,Santa Cruz do Xingu,Não,"5107743",,31982
774,Salto,Não,"3545209",,31983
775,Cotia,Não,"3513009",,31983
776,Ipirá,Não,"2914000",,31984
777,Pontão,Não,"4314779",,31982
778,Chuí,Não,"4305439",,31982
779,Boa Hora,Não,"2201770",,31983
780,Juruaia,Não,"3136900",,31983
781,Palma,Não,"3146701",,31983
782,Juruena,Não,"5105176",,31981
783,Iuiu,Não,"2917334",,31983
784,Riqueza,Não,"4215075",,31982
785,Mogeiro,Não,"2509404",,31985
786,Alagoa,Não,"3101300",,31983
787,Alterosa,Não,"3102001",,31983
788,Alpestre,Não,"4300505",,31982
789,Canas,Não,"3509957",,31983
790,Timon,Não,"2112209",,31983
791,Lamim,Não,"3137908",,31983
792,Machado,Não,"3139003",,31983
793,Arroio do Sal,Não,"4301057",,31982
794,Arroio do Tigre,Não,"4301206",,31982
795,Goiabeira,Não,"3127370",,31984
796,Ipanema,Não,"3131208",,31984
797,Uraí,Não,"4128401",,31982
798,Ceres,Não,"5205406",,31982
799,Itobi,Não,"3523800",,31983
800,Agronômica,Não,"4200309",,31982
801,Nantes,Não,"3532157",,31982
802,Braúna,Não,"3507704",,31982
803,Capim,Não,"2504033",,31985
804,Itamari,Não,"2915700",,31984
805,Jóia,Não,"4311155",,31981
806,Araruna,Não,"2501005",,31985
807,Lambari,Não,"3137809",,31983
808,Mambaí,Não,"5212709",,31983
809,Itiúba,Não,"2917003",,31984
810,Pequi,Não,"3149606",,31983
811,Wenceslau Guimarães,Não,"2933505",,31984
812,Riacho de Santana,Não,"2926400",,31983
813,Itabirinha,Não,"3131802",,31984
814,Itanhomi,Não,"3133204",,31984
815,Mutum,Não,"3144003",,31984
816,Pocrane,Não,"3151909",,31984
817,Nipoã,Não,"3532702",,31982
818,Jari,Não,"4311130",,31981
819,Conde,Não,"2504603",,31985
820,Jucurutu,Não,"2406106",,31984
821,Lorena,Não,"3527207",,31983
822,Itaúba,Não,"5104559",,31981
823,Sinop,Não,"5107909",,31981
824,Lins,Não,"3527108",,31982
825,Tupã,Não,"3555000",,31982
826,Curvelo,Não,"3120904",,31983
827,Iapu,Não,"3129301",,31983
828,Recursolândia,Não,"1718501",,31983
829,Raposos,Não,"3153905",,31983
830,Apiaí,Não,"3502705",,31982
831,Itaíba,Não,"2607505",,31984
832,Jataúba,Não,"2608008",,31984
833,Coronel Pilar,Não,"4305934",,31982
834,Forquetinha,Não,"4308433",,31982
835,Picuí,Não,"2511400",,31984
836,Sampaio,Não,"1718808",,31983
837,Jacuizinho,Não,"4310876",,31982
838,Olaria,Não,"3145406",,31983
839,Westfália,Não,"4323770",,31982
840,Urandi,Não,"2932606",,31983
841,Santa Rita de Cássia,Não,"2928406",,31983
842,Tabocas do Brejo Velho,Não,"2930907",,31983
843,Vitória da Conquista,Não,"2933307",,31984
844,Teodoro Sampaio,Não,"2931400",,31984
845,Serra Preta,Não,"2930402",,31984
846,Tanhaçu,Não,"2931004",,31984
847,Wanderley,Não,"2933455",,31983
848,Tremedal,Não,"2931806",,31984
849,São Miguel das Matas,Não,"2929404",,31984
850,Souto Soares,Não,"2930808",,31984
851,Sítio do Mato,Não,"2930758",,31983
852,Santo Antônio de Jesus,Não,"2928703",,31984
853,Sapeaçu,Não,"2929602",,31984
854,São Félix do Coribe,Não,"2929057",,31983
855,Santa Maria da Vitória,Não,"2928109",,31983
856,Miguel Leão,Não,"2206308",,31983
857,Wagner,Não,"2933406",,31984
858,Uauá,Não,"2932002",,31984
859,Serra Dourada,Não,"2930303",,31983
860,Barro Duro,Não,"2201408",,31983
861,Senhor do Bonfim,Não,"2930105",,31984
862,Serra do Ramalho,Não,"2930154",,31983
863,Rio do Pires,Não,"2926905",,31983
864,São Domingos,Não,"2928950",,31984
865,Santo Estêvão,Não,"2928802",,31984
866,Santana,Não,"2928208",,31983
867,Varzedo,Não,"2933174",,31984
868,Tanque Novo,Não,"2931053",,31983
869,Anísio de Abreu,Não,"2200707",,31983
870,Itaueira,Não,"2205102",,31983
871,Paulistana,Não,"2207801",,31984
872,Manoel Emídio,Não,"2205904",,31983
873,São Francisco de Assis do Piauí,Não,"2209658",,31984
874,São Pedro do Piauí,Não,"2210508",,31983
875,São Raimundo Nonato,Não,"2210607",,31983
876,Sebastião Leal,Não,"2210631",,31983
877,Tanque do Piauí,Não,"2210979",,31983
878,Pajeú do Piauí,Não,"2207355",,31983
879,Santo Antônio dos Milagres,Não,"2209450",,31983
880,Várzea Branca,Não,"2211357",,31983
881,Paes Landim,Não,"2207306",,31983
882,Oeiras,Não,"2207009",,31983
883,Socorro do Piauí,Não,"2210904",,31983
884,Palmeirais,Não,"2207504",,31983
885,Passo de Torres,Não,"4212254",,31982
886,Praia Grande,Não,"4213807",,31982
887,São João do Piauí,Não,"2210003",,31983
888,Várzea Grande,Não,"2211407",,31983
889,José de Freitas,Não,"2205508",,31983
890,Acauã,Não,"2200053",,31984
891,Colônia do Piauí,Não,"2202778",,31983
892,Regeneração,Não,"2208809",,31983
893,São Miguel da Baixa Grande,Não,"2210383",,31983
894,Uruçuí,Não,"2211209",,31983
895,Lagoa do Piauí,Não,"2205581",,31983
896,Santa Rosa do Sul,Não,"4215653",,31982
897,Timbé do Sul,Não,"4218103",,31982
898,Turvo,Não,"4218806",,31982
899,Rurópolis,Não,"1506195",,31981
900,Alenquer,Não,"1500404",,31981
901,Bannach,Não,"1501253",,31982
902,Tamboril do Piauí,Não,"2210953",,31983
903,Imbé,Não,"4310330",,31982
904,Brejo do Piauí,Não,"2201988",,31983
905,Ilha de Itamaracá,Não,"2607604",,31985
906,Betânia do Piauí,Não,"2201739",,31984
907,Boqueirão do Piauí,Não,"2201945",,31983
908,São Roque de Minas,Não,"3164308",,31983
909,Wenceslau Braz,Não,"3172202",,31983
910,Aiuruoca,Não,"3101201",,31983
911,Alto Alegre,Não,"4300554",,31982
912,Alto Feliz,Não,"4300570",,31982
913,Itapetim,Não,"2607703",,31984
914,Capim Branco,Não,"3112505",,31983
915,Carmo do Rio Claro,Não,"3114402",,31983
916,Conceição do Pará,Não,"3117603",,31983
917,Anta Gorda,Não,"4300703",,31982
918,Antônio Prado,Não,"4300802",,31982
919,Terra de Areia,Não,"4321436",,31982
920,Arroio do Padre,Não,"4301073",,31982
921,Ferreiros,Não,"2605509",,31985
922,Colniza,Não,"5103254",,31980
923,Conquista D'Oeste,Não,"5103361",,31981
924,Curvelândia,Não,"5103437",,31981
925,Ipiranga do Norte,Não,"5104526",,31981
926,Itanhangá,Não,"5104542",,31981
927,Nova Santa Helena,Não,"5106190",,31981
928,Santo Antônio do Leste,Não,"5107792",,31982
929,Vale de São Domingos,Não,"5108352",,31981
930,Almirante Tamandaré do Sul,Não,"4300471",,31982
931,Canudos do Vale,Não,"4304614",,31982
932,Jardim do Mulato,Não,"2205250",,31983
933,Coqueiro Baixo,Não,"4305835",,31982
934,Itati,Não,"4310652",,31982
935,Lagoa Bonita do Sul,Não,"4311239",,31982
936,Pedras Altas,Não,"4314175",,31982
937,Bayeux,Não,"2501807",,31985
938,Gurinhém,Não,"2506400",,31985
939,Touros,Não,"2414407",,31985
940,Mãe d'Água,Não,"2508703",,31984
941,Casinhas,Não,"2604155",,31985
942,Ouro Velho,Não,"2510600",,31984
943,Condado,Não,"2604601",,31985
944,Itambé,Não,"2607653",,31985
945,Alhandra,Não,"2500601",,31985
946,Ingá,Não,"2506806",,31985
947,Livramento,Não,"2508505",,31984
948,Pedras de Fogo,Não,"2511202",,31985
949,Barra do Ribeiro,Não,"4301909",,31982
950,Jundiá,Não,"2406155",,31985
951,Orocó,Não,"2609808",,31984
952,Santa Maria da Boa Vista,Não,"2612604",,31984
953,Santa Maria do Cambucá,Não,"2612703",,31985
954,Barra de Santana,Não,"2501575",,31985
955,Boqueirão,Não,"2502508",,31984
956,Ibirajuba,Não,"2606705",,31984
957,Felisburgo,Não,"3125606",,31984
958,Jequitinhonha,Não,"3135803",,31984
959,Joaíma,Não,"3136009",,31984
960,Jordânia,Não,"3136504",,31984
961,Caturité,Não,"2504355",,31984
962,Santa Cecília,Não,"2513158",,31985
963,São Ludgero,Não,"4217006",,31982
964,Ouriçangas,Não,"2923308",,31984
965,Várzea Nova,Não,"2933158",,31984
966,Praia Norte,Não,"1718303",,31983
967,Lagoa do Barro do Piauí,Não,"2205565",,31984
968,São Sebastião do Tocantins,Não,"1720309",,31982
969,Bandeirantes do Tocantins,Não,"1703057",,31982
970,Colinas do Tocantins,Não,"1705508",,31982
971,Muricilândia,Não,"1713957",,31982
972,Nova Olinda,Não,"1714880",,31982
973,Santa Fé do Araguaia,Não,"1718865",,31982
974,Afrânio,Não,"2600203",,31984
975,Parazinho,Não,"2408805",,31985
976,Pedra Grande,Não,"2409506",,31985
977,Orizânia,Não,"3145877",,31983
978,Divisópolis,Não,"3122454",,31984
979,Cachoeirinha,Não,"2603108",,31984
980,Dormentes,Não,"2605152",,31984
981,Mata Verde,Não,"3140555",,31984
982,Medina,Não,"3141405",,31984
983,Ninheira,Não,"3144656",,31984
984,Bonfim do Piauí,Não,"2201929",,31983
985,Barreiras do Piauí,Não,"2201309",,31983
986,Palmópolis,Não,"3146750",,31984
987,Rio do Prado,Não,"3155108",,31984
988,Bom Jesus,Não,"2201903",,31983
989,Alagoinha,Não,"2500502",,31985
990,Monte Alegre do Piauí,Não,"2206605",,31983
991,Belém,Não,"2501906",,31985
992,São Gonçalo do Gurguéia,Não,"2209757",,31983
993,Redenção do Gurguéia,Não,"2208700",,31983
994,Parnaguá,Não,"2207603",,31983
995,Riacho Frio,Não,"2208858",,31983
996,Santa Maria do Salto,Não,"3158102",,31984
997,Santo Antônio do Jacinto,Não,"3160306",,31984
998,Carapebus,Não,"3300936",,31984
999,Araçuaí,Não,"3103405",,31984
1000,Caparaó,Não,"3112109",,31984
1001,Bom Jesus do Itabapoana,Não,"3300605",,31984
1002,Campos dos Goytacazes,Não,"3301009",,31984
1003,Cardoso Moreira,Não,"3301157",,31984
1004,Itaperuna,Não,"3302205",,31984
1005,Espera Feliz,Não,"3124203",,31984
1006,Francisco Badaró,Não,"3126505",,31983
1007,José Gonçalves de Minas,Não,"3136520",,31983
1008,Conceição do Rio Verde,Não,"3117702",,31983
1009,Coqueiral,Não,"3118700",,31983
1010,Murici dos Portelas,Não,"2206696",,31983
1011,Três Pontas,Não,"3169406",,31983
1012,Zé Doca,Não,"2114007",,31983
1013,Liberdade,Não,"3138500",,31983
1014,Nepomuceno,Não,"3144607",,31983
1015,Santana da Vargem,Não,"3158300",,31983
1016,Santa Rita de Jacutinga,Não,"3159308",,31983
1017,Ouro Preto do Oeste,Não,"1100155",,31980
1018,Parecis,Não,"1101450",,31980
1019,Rio Crespo,Não,"1100262",,31980
1020,São Bento Abade,Não,"3160801",,31983
1021,Três Corações,Não,"3169307",,31983
1022,Nova União,Não,"1101435",,31980
1023,Passa Quatro,Não,"3147600",,31983
1024,Perdões,Não,"3149903",,31983
1025,Martinópolis,Não,"3529203",,31982
1026,Belterra,Não,"1501451",,31981
1027,Cumaru do Norte,Não,"1502764",,31982
1028,Castanheira,Não,"5102850",,31981
1029,Capão da Canoa,Não,"4304630",,31982
1030,Dom Pedro de Alcântara,Não,"4306551",,31982
1031,Mampituba,Não,"4311734",,31982
1032,Maquiné,Não,"4311775",,31982
1033,Osório,Não,"4313508",,31982
1034,Torres,Não,"4321501",,31982
1035,Balneário Pinhal,Não,"4301636",,31982
1036,Mafra,Não,"4210100",,31982
1037,Monte Castelo,Não,"4211108",,31982
1038,Tramandaí,Não,"4321600",,31982
1039,Três Cachoeiras,Não,"4321667",,31982
1040,Capão Bonito,Não,"3510203",,31982
1041,Cosmópolis,Não,"3512803",,31983
1042,Três Forquilhas,Não,"4321832",,31982
1043,Xangri-lá,Não,"4323804",,31982
1044,Luciara,Não,"5105309",,31982
1045,Porto Alegre do Norte,Não,"5106778",,31982
1046,Santa Terezinha,Não,"5107776",,31982
1047,Vila Rica,Não,"5108600",,31982
1048,Cotriguaçu,Não,"5103379",,31981
1049,Nova Bandeirantes,Não,"5106158",,31981
1050,Novo Horizonte do Norte,Não,"5106273",,31981
1051,Itaporanga,Não,"3522802",,31982
1052,Itararé,Não,"3523206",,31982
1053,Riversul,Não,"3543501",,31982
1054,Timburi,Não,"3554607",,31982
1055,Tabaporã,Não,"5107941",,31981
1056,David Canabarro,Não,"4306304",,31982
1057,Coxilha,Não,"4305975",,31982
1058,Erechim,Não,"4307005",,31982
1059,Dona Emma,Não,"4205100",,31982
1060,Witmarsum,Não,"4219408",,31982
1061,Ipiranga do Sul,Não,"4310462",,31982
1062,Mato Castelhano,Não,"4312138",,31982
1063,José Boiteux,Não,"4209151",,31982
1064,Santa Luzia D'Oeste,Não,"1100296",,31980
1065,São Felipe D'Oeste,Não,"1101484",,31980
1066,Teixeirópolis,Não,"1101559",,31980
1067,Vale do Anari,Não,"1101757",,31980
1068,Monte Belo do Sul,Não,"4312385",,31982
1069,Vale do Paraíso,Não,"1101807",,31980
1070,Cujubim,Não,"1100940",,31980
1071,Machadinho D'Oeste,Não,"1100130",,31980
1072,Jaru,Não,"1100114",,31980
1073,Santana do Itararé,Não,"4124004",,31982
1074,Fonte Boa,Não,"1301605",,31979
1075,Jutaí,Não,"1302306",,31979
1076,Juruá,Não,"1302207",,31979
1077,Tapauá,Não,"1304104",,31979
1078,Poxoréu,Não,"5107008",,31981
1079,Guarantã do Norte,Não,"5104104",,31981
1080,Pedra Preta,Não,"5106372",,31981
1081,São José do Povo,Não,"5107297",,31981
1082,Araçatuba,Não,"3502804",,31982
1083,Nova Castilho,Não,"3532868",,31982
1084,Populina,Não,"3540408",,31982
1085,Nova Brasilândia D'Oeste,Não,"1100148",,31980
1086,Nova Mamoré,Não,"1100338",,31980
1087,Novo Horizonte do Oeste,Não,"1100502",,31980
1088,Pimenteiras do Oeste,Não,"1101468",,31980
1089,São Miguel do Guaporé,Não,"1100320",,31980
1090,Seringueiras,Não,"1101500",,31980
1091,Urupá,Não,"1101708",,31980
1092,Castanheiras,Não,"1100908",,31980
1093,Alvorada D'Oeste,Não,"1100346",,31980
1094,Acrelândia,Não,"1200013",,31979
1095,Nova Lacerda,Não,"5106182",,31981
1096,Pontes e Lacerda,Não,"5106752",,31981
1097,Vila Bela da Santíssima Trindade,Não,"5105507",,31980
1098,Paranaíba,Não,"5006309",,31982
1099,Jaciara,Não,"5104807",,31981
1100,Nossa Senhora do Livramento,Não,"5106109",,31981
1101,Nova Maringá,Não,"5108907",,31981
1102,Analândia,Não,"3502002",,31983
1103,Iepê,Não,"3519907",,31982
1104,Indiana,Não,"3520608",,31982
1105,Lupércio,Não,"3527801",,31982
1106,Itambaracá,Não,"4111001",,31982
1107,Primeiro de Maio,Não,"4120507",,31982
1108,Rancho Alegre,Não,"4121307",,31982
1109,Santo Inácio,Não,"4124509",,31982
1110,São João do Triunfo,Não,"4125100",,31982
1111,Sertaneja,Não,"4126405",,31982
1112,Ocauçu,Não,"3533700",,31982
1113,Oriente,Não,"3534104",,31982
1114,Orlândia,Não,"3534302",,31983
1115,Oscar Bressane,Não,"3534500",,31982
1116,Pereira Barreto,Não,"3537404",,31982
1117,Pompéia,Não,"3540002",,31982
1118,Quintana,Não,"3542008",,31982
1119,Regente Feijó,Não,"3542404",,31982
1120,Sud Mennucci,Não,"3552304",,31982
1121,Suzanápolis,Não,"3552551",,31982
1122,Pouso Redondo,Não,"4213708",,31982
1123,Salete,Não,"4215307",,31982
1124,Americana,Não,"3501608",,31983
1125,Santana,Não,"1600600",,31976
1126,Vitória do Jari,Não,"1600808",,31982
1127,Afuá,Não,"1500305",,31982
1128,Breves,Não,"1501808",,31982
1129,Angatuba,Não,"3502200",,31982
1130,Cáceres,Não,"5102504",,31981
1131,Indiavaí,Não,"5104500",,31981
1132,Glória D'Oeste,Não,"5103957",,31981
1133,Porto Esperidião,Não,"5106828",,31981
1134,Borborema,Não,"3507407",,31982
1135,Buri,Não,"3508009",,31982
1136,Campina do Monte Alegre,Não,"3509452",,31982
1137,Mirador,Não,"4115903",,31982
1138,Rondon,Não,"4122602",,31982
1139,São Manoel do Paraná,Não,"4125555",,31982
1140,Pinhal,Não,"4314456",,31982
1141,São Tomé,Não,"4126108",,31982
1142,Nova Campina,Não,"3532827",,31982
1143,Ribeira,Não,"3542800",,31982
1144,Conceição da Barra de Minas,Não,"3115201",,31983
1145,Coronel Xavier Chaves,Não,"3119708",,31983
1146,Adrianópolis,Não,"4100202",,31982
1147,Condor,Não,"4305702",,31982
1148,Coronel Bicaco,Não,"4305900",,31982
1149,Brasilândia do Sul,Não,"4103370",,31982
